Word,Parts of speech,Suffix
পঞ্চাশীতি,বিশেষ্য,ীতি
পঞ্চায়ুধ,বিশেষ্য,ুধ
পঞ্চায়েত,বিশেষ্য,েত
পঞ্চেন্দ্রিয়,বিশেষ্য,দ্রিয়
পটশিল্পী,বিশেষ্য,িল্পী
পটাশ,বিশেষ্য,শ
পট্টবস্ত্র,বিশেষ্য,টবস্ত্র
পট্টাবাস,বিশেষ্য,টাবাস
পট্টিকা,বিশেষ্য,টিকা
পট্টিশ,বিশেষ্য,টিশ
পট্টু,বিশেষ্য,টু
পণ্ডিত,বিশেষণ,ডিত
পতিতোদ্ধারিণী,বিশেষণ,োদ্ধারিণী
পতিবাসী,বিশেষণ,াসী
পথিকৃত্,বিশেষণ,কৃত্
পদানুবর্তী,বিশেষণ,নুবর্তী
পদানুসরণ,বিশেষ্য,নুসরণ
পদান্বয়,বিশেষ্য,ন্বয়
পদাবনত,বিশেষণ,বনত
পদার্পণ,বিশেষ্য,র্পণ
পদোন্নতি,বিশেষ্য,ন্নতি
পদ্ধতি,বিশেষ্য,ধতি
পদ্মবিভূষণ,বিশেষ্য,মবিভূষণ
পদ্মভূষণ,বিশেষ্য,মভূষণ
পদ্মশ্রী,বিশেষ্য,মশ্রী
পদ্মাকর,বিশেষ্য,মাকর
পদ্মাক্ষ,বিশেষণ,মাক্ষ
পদ্মাবতী,বিশেষ্য,মাবতী
পদ্মালয়া,বিশেষ্য,মালয়া
পদ্মাসন,বিশেষ্য,মাসন
পদ্মিনী,বিশেষণ,মিনী
পরগণা,বিশেষ্য,া
পরজন্ম,বিশেষ্য,্ম
পরতন্ত্র,বিশেষণ,্ত্র
পরদুঃখ,বিশেষ্য,ঃখ
পরদেশিয়া,বিশেষণ,শিয়া
পরদ্বেষ,বিশেষ্য,বেষ
পরদ্রব্য,বিশেষ্য,রব্য
পরনারী,বিশেষ্য,রী
পরনিন্দা,বিশেষ্য,ন্দা
পরনির্ভর,বিশেষণ,র্ভর
পরন্তপ,বিশেষণ,তপ
পরবর্তী,বিশেষণ,্তী
পরব্যোম,বিশেষ্য,যোম
পরভাগ্যোপজীবী,বিশেষণ,্যোপজীবী
পরমাত্মীয়,বিশেষণ,ত্মীয়
পরমানন্দ,বিশেষ্য,নন্দ
পরমায়ু,বিশেষ্য,য়ু
পরমুখাপেক্ষা,বিশেষ্য,খাপেক্ষা
পরমেষ্ঠী,বিশেষ্য,ষ্ঠী
পরম্পরা,বিশেষ্য,পরা
পরস্ত্রী,বিশেষ্য,ত্রী
পরস্মৈপদ,বিশেষ্য,মৈপদ
পরহিতৈষণা,বিশেষ্য,ষণা
পরহিতৈষী,বিশেষণ,ষী
পরাকাষ্ঠা,বিশেষ্য,্ঠা
পরাবর্তিত,বিশেষণ,্তিত
পরিচায়ক,বিশেষণ,ক
পরিপার্শ্ব,বিশেষ্য,্শ্ব
পরিপোষক,বিশেষণ,ক
পরিবর্ধক,বিশেষণ,ধক
পরিবর্ধন,বিশেষ্য,ধন
পরিবেদনা,বিশেষ্য,না
পরিবেষ্টন,বিশেষ্য,্টন
পরিমার্জনা,বিশেষ্য,র্জনা
পরিম্লান,বিশেষণ,লান
পরিলেখ,বিশেষ্য,খ
পরিসমাপ্তি,বিশেষ্য,প্তি
পরিসম্পত্,বিশেষ্য,পত্
পরিস্হিতি,বিশেষ্য,তি
পর্তুগিজ,বিশেষ্য,িজ
পর্বাস্ফোট,বিশেষ্য,ফোট
পর্যবেক্ষক,বিশেষণ,ক্ষক
পলতে,বিশেষ্য,ে
পলস্তারা,বিশেষ্য,্তারা
পলাণ্ডু,বিশেষ্য,ণ্ডু
পলিটেকনিক,বিশেষ্য,টেকনিক
পলিথিন,বিশেষ্য,থিন
পল্যঙ্ক,বিশেষ্য,যঙ্ক
পল্লব,বিশেষ্য,লব
পশ্চাত্তাপ,বিশেষ্য,্তাপ
পশ্চার্ধ,বিশেষ্য,্ধ
পশ্চিমাভিমুখ,বিশেষণ,ভিমুখ
পশ্চিমোত্তানাসন,বিশেষ্য,ত্তানাসন
পাঁইট,বিশেষ্য,ইট
পাঁকাল,বিশেষ্য,কাল
পাঁকুই,বিশেষ্য,কুই
পাঁচড়া,বিশেষ্য,চড়া
পাঁচন,বিশেষ্য,চন
পাঁচালি,বিশেষ্য,চালি
পাঁচিল,বিশেষ্য,চিল
পাঁজা,বিশেষ্য,জা
পাঁজি,বিশেষ্য,জি
পাঁঠা,বিশেষ্য,ঠা
পাঁতি,বিশেষ্য,তি
পাঁদাড়,বিশেষ্য,দাড়
পাঁশ,বিশেষ্য,শ
পাঁশুটে,বিশেষণ,শুটে
পাঁয়তারা,বিশেষ্য,য়তারা
পাংশন,বিশেষণ,শন
পাংশু,বিশেষ্য,শু
পাইক,বিশেষ্য,ক
পাইকা,বিশেষ্য,কা
পাইথন,বিশেষ্য,থন
পাইপ,বিশেষ্য,প
পাইলট,বিশেষ্য,লট
পাউডার,বিশেষ্য,ডার
পাউণ্ড,বিশেষ্য,ণ্ড
পাওনা,বিশেষণ,না
পাকাপাকি,বিশেষণ,াপাকি
পাকাশয়,বিশেষ্য,াশয়
পাকিস্তানি,বিশেষ্য,িস্তানি
পাক্ষিক,বিশেষণ,্ষিক
পাখনা,বিশেষ্য,না
পাখলা,ক্রিয়া,লা
পাখসাট,বিশেষ্য,সাট
পাখোয়াজ,বিশেষ্য,োয়াজ
পাগড়ি,বিশেষ্য,ড়ি
পাগলাঘণ্টি,বিশেষ্য,লাঘণ্টি
পাঙাশ,বিশেষ্য,াশ
পাঙ্ক্তেয়,বিশেষণ,্ক্তেয়
পাচ্য,বিশেষণ,্য
পাছড়া,বিশেষ্য,ড়া
পাছা,বিশেষ্য,া
পাছাড়,বিশেষ্য,াড়
পাঞ্চ,বিশেষণ,্চ
পাঞ্চজন্য,বিশেষ্য,্চজন্য
পাঞ্চবার্ষিক,বিশেষণ,্চবার্ষিক
পাঞ্চভৌতিক,বিশেষণ,্চভৌতিক
পাঞ্চাল,বিশেষণ,্চাল
পাঞ্জাব,বিশেষ্য,্জাব
পাটকাঠি,বিশেষ্য,কাঠি
পাটকিলে,বিশেষণ,কিলে
পাটকেল,বিশেষ্য,কেল
পাটনাই,বিশেষণ,নাই
পাটব,বিশেষ্য,ব
পাটরানি,বিশেষ্য,রানি
পাটল,বিশেষণ,ল
পাটালি,বিশেষ্য,ালি
পাটিগণিত,বিশেষ্য,িগণিত
পাটিপত্র,বিশেষ্য,িপত্র
পাটেশ্বরী,বিশেষ্য,েশ্বরী
পাটোয়ার,বিশেষ্য,োয়ার
পাট্টা,বিশেষ্য,্টা
পাঠান,বিশেষ্য,ান
পাঠানো,ক্রিয়া,ানো
পাঠান্তর,বিশেষ্য,ান্তর
পাঠাভ্যাস,বিশেষ্য,াভ্যাস
পাঠার্থী,বিশেষণ,ার্থী
পাঠী,বিশেষণ,ী
পাঠ্য,বিশেষণ,্য
পাঠ্যাবস্হা,বিশেষ্য,্যাবস্হা
পাণিনীয়,বিশেষণ,িনীয়
পাণ্ডর,বিশেষণ,্ডর
পাণ্ডিত্য,বিশেষ্য,্ডিত্য
পাণ্ডে,বিশেষ্য,্ডে
পাণ্ড্য,বিশেষ্য,্ড্য
পাতঞ্জল,বিশেষণ,ঞ্জল
পাতনচি,বিশেষ্য,নচি
পাতলুন,বিশেষ্য,লুন
পাতশা,বিশেষ্য,শা
পাতাবাহার,বিশেষ্য,াবাহার
পাতামল,বিশেষ্য,ামল
পাতিত,বিশেষণ,িত
পাতিত্য,বিশেষ্য,িত্য
পাতিবুর্জোয়া,বিশেষ্য,িবুর্জোয়া
পাতিব্রত্য,বিশেষ্য,িব্রত্য
পাতিল,বিশেষ্য,িল
পাত্যমান,বিশেষণ,্যমান
পাথার,বিশেষ্য,ার
পাথালি,বিশেষ্য,ালি
পাদবিক,বিশেষণ,বিক
পাদুকা,বিশেষ্য,ুকা
পাদোদক,বিশেষ্য,োদক
পানক,বিশেষ্য,ক
পানকৌড়ি,বিশেষ্য,কৌড়ি
পানতি,বিশেষ্য,তি
পানসি,বিশেষ্য,সি
পানসে,বিশেষণ,সে
পানাগার,বিশেষ্য,াগার
পানাপুকুর,বিশেষ্য,াপুকুর
পানাসক্ত,বিশেষণ,াসক্ত
পানাহার,বিশেষ্য,াহার
পান্হ,বিশেষ্য,্হ
পাপড়ি,বিশেষ্য,ড়ি
পাপিয়া,বিশেষ্য,িয়া
পাপোশ,বিশেষ্য,োশ
পাবদা,বিশেষ্য,দা
পাবনী,বিশেষণ,নী
পাবলিক,বিশেষণ,লিক
পাম্প,বিশেষ্য,্প
পাম্পশু,বিশেষ্য,্পশু
পারক্য,বিশেষ্য,ক্য
পারত্রিক,বিশেষণ,ত্রিক
পারদর্শী,বিশেষণ,দর্শী
পারদারিক,বিশেষণ,দারিক
পারদার্য,বিশেষ্য,দার্য
পারদেশ্য,বিশেষণ,দেশ্য
পারফিউম,বিশেষ্য,ফিউম
পারবশ্য,বিশেষ্য,বশ্য
পারমার্থিক,বিশেষণ,মার্থিক
পারমিট,বিশেষ্য,মিট
পারমিতা,বিশেষ্য,মিতা
